t,ee_x,ee_y,ee_z,ee_roll,ee_pitch,ee_yaw,ee_vx,ee_vy,ee_vz,ee_wx,ee_wy,ee_wz,ee_ax,ee_ay,ee_az,ee_awx,ee_awy,ee_awz,q_act_1,q_act_2,q_act_3,q_act_4,dq_act_1,dq_act_2,dq_act_3,dq_act_4,ddq_act_1,ddq_act_2,ddq_act_3,ddq_act_4,q_1,q_2,q_3,q_4,dq_1,dq_2,dq_3,dq_4,ddq_1,ddq_2,ddq_3,ddq_4,des_x,des_y,des_z,err_x,err_y,err_z,following_error,des_q_1,des_q_2,des_q_3,des_q_4,err_q_1,err_q_2,err_q_3,err_q_4,following_error_q,des_roll,des_pitch,des_yaw,err_roll,err_pitch,err_yaw,following_error_ori
1.083,0.253489,-0.264996,1.40948e-08,-1.5708,-3.27346e-16,2.33401,0.114702,0.494552,2.41025e-05,3.79696e-14,3.61933e-14,1.15824,0,0,0,0,0,0,-10.2667,0.155876,0.384162,-0.246564,-2.17169,-0.138644,0.603581,0.326294,0,0,0,0,-5.4756,1.03917,1.28054,-0.821879,-1.15824,-0.924291,2.01194,1.08765,0,0,0,0,0.253511,-0.264903,0,2.17879e-05,9.2909e-05,-1.40948e-08,9.54295e-05,-5.4756,1.03917,1.28054,-0.821879,0,0,0,0,0,-1.5708,0,nan,0,4.44089e-16,nan,4.44089e-16
1.084,0.253605,-0.264498,1.45941e-08,-1.5708,-1.60812e-16,2.33517,0.116914,0.504114,2.49469e-05,3.73035e-14,3.57492e-14,1.18242,0,0,0,0,0,0,-10.2689,0.155737,0.384768,-0.246236,-2.21704,-0.140847,0.613328,0.331634,0,0,0,0,-5.47676,1.03825,1.28256,-0.820787,-1.18242,-0.938979,2.04443,1.10545,0,0,0,0,0.253627,-0.264404,0,2.22171e-05,9.47248e-05,-1.45941e-08,9.72953e-05,-5.47676,1.03825,1.28256,-0.820787,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
1.085,0.253723,-0.263991,1.51008e-08,-1.5708,-4.979e-17,2.33636,0.119133,0.51371,2.58033e-05,3.9857e-14,3.80806e-14,1.20679,0,0,0,0,0,0,-10.2712,0.155595,0.385384,-0.245903,-2.26273,-0.143033,0.62301,0.336943,0,0,0,0,-5.47796,1.0373,1.28461,-0.819677,-1.20679,-0.953556,2.0767,1.12314,0,0,0,0,0.253745,-0.263895,0,2.2648e-05,9.65471e-05,-1.51008e-08,9.91679e-05,-5.47796,1.0373,1.28461,-0.819677,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
1.086,0.253857,-0.263416,6.84531e-09,-1.5708,6.12323e-17,2.33772,0.12156,0.523305,1.06493e-05,3.85247e-14,3.69704e-14,1.23189,0,0,0,0,0,0,-10.2737,0.155436,0.38608,-0.245527,-2.3098,-0.145056,0.632033,0.341921,0,0,0,0,-5.47931,1.03624,1.28693,-0.818422,-1.23189,-0.96704,2.10678,1.13974,0,0,0,0,0.253866,-0.263376,0,9.2397e-06,3.93491e-05,-6.84531e-09,4.04193e-05,-5.47931,1.03624,1.28693,-0.818422,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
1.087,0.253967,-0.262939,1.22831e-08,-1.5708,-2.16323e-16,2.33884,0.123626,0.53299,2.49569e-05,4.04121e-14,3.89688e-14,1.25616,0,0,0,0,0,0,-10.2758,0.155304,0.386654,-0.245216,-2.35529,-0.147329,0.642069,0.347411,0,0,0,0,-5.48043,1.03536,1.28885,-0.817386,-1.25616,-0.982196,2.14023,1.15804,0,0,0,0,0.253989,-0.262848,0,2.12692e-05,9.07709e-05,-1.22831e-08,9.32295e-05,-5.48043,1.03536,1.28885,-0.817386,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
1.088,0.254104,-0.262351,6.87419e-09,-1.5708,2.83277e-16,2.34023,0.126051,0.542647,1.1188e-05,4.03011e-14,3.89688e-14,1.28158,0,0,0,0,0,0,-10.2784,0.155142,0.387361,-0.244833,-2.40296,-0.149326,0.650993,0.352341,0,0,0,0,-5.48182,1.03428,1.2912,-0.816111,-1.28158,-0.995509,2.16998,1.17447,0,0,0,0,0.254114,-0.262311,0,9.44202e-06,4.02152e-05,-6.87419e-09,4.13087e-05,-5.48182,1.03428,1.2912,-0.816111,0,0,0,0,0,-1.5708,0,nan,0,-4.44089e-16,nan,4.44089e-16
1.089,0.254219,-0.261857,1.29948e-08,-1.5708,-1.05301e-16,2.3414,0.128114,0.552388,2.65503e-05,3.83027e-14,3.69704e-14,1.30616,0,0,0,0,0,0,-10.2806,0.155006,0.387953,-0.244513,-2.44904,-0.15157,0.660913,0.357773,0,0,0,0,-5.48299,1.03337,1.29318,-0.815044,-1.30616,-1.01047,2.20304,1.19258,0,0,0,0,0.254241,-0.261763,0,2.20322e-05,9.40075e-05,-1.29948e-08,9.65548e-05,-5.48299,1.03337,1.29318,-0.815044,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
1.09,0.254361,-0.261248,7.30805e-09,-1.5708,-4.93879e-16,2.34284,0.130563,0.562096,1.18974e-05,3.89688e-14,3.78586e-14,1.33197,0,0,0,0,0,0,-10.2833,0.154839,0.38868,-0.244119,-2.49744,-0.153517,0.669638,0.362605,0,0,0,0,-5.48443,1.03226,1.2956,-0.813731,-1.33197,-1.02345,2.23213,1.20868,0,0,0,0,0.254371,-0.261206,0,9.7854e-06,4.16648e-05,-7.30805e-09,4.27985e-05,-5.48443,1.03226,1.2956,-0.813731,0,0,0,0,0,-1.5708,0,nan,0,4.44089e-16,nan,4.44089e-16
1.091,0.25448,-0.260736,1.381e-08,-1.5708,-1.05301e-16,2.34405,0.132625,0.571887,2.82041e-05,4.14113e-14,4.01901e-14,1.35686,0,0,0,0,0,0,-10.2856,0.1547,0.389288,-0.24379,-2.54411,-0.155726,0.679422,0.367971,0,0,0,0,-5.48564,1.03133,1.29763,-0.812634,-1.35686,-1.03817,2.26474,1.22657,0,0,0,0,0.254503,-0.260639,0,2.28223e-05,9.73541e-05,-1.381e-08,9.99934e-05,-5.48564,1.03133,1.29763,-0.812634,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
1.092,0.254627,-0.260105,7.75845e-09,-1.5708,-3.27346e-16,2.34555,0.135098,0.581639,1.26229e-05,4.07452e-14,3.9857e-14,1.38306,0,0,0,0,0,0,-10.2884,0.154529,0.390035,-0.243385,-2.59323,-0.157619,0.687932,0.372694,0,0,0,0,-5.48714,1.03019,1.30012,-0.811284,-1.38306,-1.05079,2.29311,1.24231,0,0,0,0,0.254637,-0.260062,0,1.01322e-05,4.31277e-05,-7.75845e-09,4.43019e-05,-5.48714,1.03019,1.30012,-0.811284,0,0,0,0,0,-1.5708,0,nan,0,4.44089e-16,nan,4.44089e-16
1.093,0.254764,-0.259516,6.46559e-09,-1.5708,1.16743e-16,2.34695,0.137386,0.59144,1.19335e-05,4.27436e-14,4.18554e-14,1.4089,0,0,0,0,0,0,-10.291,0.154369,0.390731,-0.243008,-2.64169,-0.159625,0.696898,0.377649,0,0,0,0,-5.48855,1.02913,1.30244,-0.810028,-1.4089,-1.06416,2.32299,1.25883,0,0,0,0,0.254773,-0.259476,0,9.4545e-06,4.02858e-05,-6.46559e-09,4.13804e-05,-5.48855,1.02913,1.30244,-0.810028,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
1.094,0.254902,-0.25892,6.48618e-09,-1.5708,2.27766e-16,2.34838,0.139666,0.601262,1.22056e-05,4.44089e-14,4.37428e-14,1.43488,0,0,0,0,0,0,-10.2937,0.154209,0.391431,-0.242629,-2.6904,-0.161615,0.705801,0.382571,0,0,0,0,-5.48997,1.02806,1.30477,-0.808762,-1.43488,-1.07743,2.35267,1.27524,0,0,0,0,0.254912,-0.258879,0,9.5588e-06,4.07319e-05,-6.48618e-09,4.18384e-05,-5.48997,1.02806,1.30477,-0.808762,0,0,0,0,0,-1.5708,0,nan,0,-4.44089e-16,nan,4.44089e-16
1.095,0.255043,-0.258315,6.65397e-09,-1.5708,-1.60812e-16,2.34982,0.141949,0.611102,1.25421e-05,4.56302e-14,4.4964e-14,1.46103,0,0,0,0,0,0,-10.2964,0.154047,0.39214,-0.242244,-2.73943,-0.16358,0.714604,0.387444,0,0,0,0,-5.49141,1.02698,1.30713,-0.807481,-1.46103,-1.09053,2.38201,1.29148,0,0,0,0,0.255053,-0.258273,0,9.71425e-06,4.13894e-05,-6.65397e-09,4.25141e-05,-5.49141,1.02698,1.30713,-0.807481,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
1.096,0.255186,-0.257699,6.83634e-09,-1.5708,5.72119e-18,2.35129,0.144235,0.620957,1.28848e-05,4.17444e-14,4.14113e-14,1.48735,0,0,0,0,0,0,-10.2992,0.153882,0.392858,-0.241855,-2.78877,-0.165519,0.723301,0.392264,0,0,0,0,-5.49289,1.02588,1.30953,-0.806183,-1.48735,-1.10346,2.411,1.30755,0,0,0,0,0.255196,-0.257657,0,9.87332e-06,4.20615e-05,-6.83634e-09,4.32047e-05,-5.49289,1.02588,1.30953,-0.806183,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
1.097,0.255332,-0.257074,7.02098e-09,-1.5708,1.16743e-16,2.35279,0.146525,0.630826,1.32298e-05,4.09672e-14,4.08562e-14,1.51383,0,0,0,0,0,0,-10.302,0.153716,0.393585,-0.241461,-2.83843,-0.167431,0.731889,0.397028,0,0,0,0,-5.49439,1.02477,1.31195,-0.80487,-1.51383,-1.1162,2.43963,1.32343,0,0,0,0,0.255342,-0.257031,0,1.00329e-05,4.27355e-05,-7.02098e-09,4.38974e-05,-5.49439,1.02477,1.31195,-0.80487,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
1.098,0.255479,-0.256439,7.20674e-09,-1.5708,1.16743e-16,2.35432,0.148818,0.640708,1.35766e-05,4.37428e-14,4.32987e-14,1.54048,0,0,0,0,0,0,-10.3048,0.153548,0.39432,-0.241062,-2.88841,-0.169315,0.740364,0.401735,0,0,0,0,-5.49591,1.02365,1.3144,-0.80354,-1.54048,-1.12876,2.46788,1.33912,0,0,0,0,0.255489,-0.256396,0,1.01927e-05,4.34105e-05,-7.20674e-09,4.4591e-05,-5.49591,1.02365,1.3144,-0.80354,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
1.099,0.255629,-0.255794,7.39343e-09,-1.5708,5.72119e-18,2.35587,0.151113,0.650602,1.3925e-05,4.16334e-14,4.15223e-14,1.5673,0,0,0,0,0,0,-10.3077,0.153378,0.395063,-0.240659,-2.93869,-0.17117,0.748723,0.406384,0,0,0,0,-5.49746,1.02252,1.31688,-0.802195,-1.5673,-1.14113,2.49574,1.35461,0,0,0,0,0.25564,-0.25575,0,1.03528e-05,4.40863e-05,-7.39343e-09,4.52856e-05,-5.49746,1.02252,1.31688,-0.802195,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
1.1,0.255781,-0.255139,7.58091e-09,-1.5708,-1.60812e-16,2.35745,0.153411,0.660505,1.42748e-05,4.35207e-14,4.32987e-14,1.59428,0,0,0,0,0,0,-10.3107,0.153206,0.395815,-0.240251,-2.98928,-0.172996,0.756963,0.410972,0,0,0,0,-5.49904,1.02137,1.31938,-0.800835,-1.59428,-1.1533,2.52321,1.36991,0,0,0,0,0.255792,-0.255094,0,1.05131e-05,4.47629e-05,-7.58091e-09,4.59809e-05,-5.49904,1.02137,1.31938,-0.800835,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
1.101,0.255936,-0.254474,7.76905e-09,-1.5708,-1.60812e-16,2.35906,0.15571,0.670416,1.46257e-05,4.34097e-14,4.36318e-14,1.62143,0,0,0,0,0,0,-10.3137,0.153033,0.396575,-0.239838,-3.04018,-0.174791,0.76508,0.415497,0,0,0,0,-5.50065,1.02022,1.32192,-0.79946,-1.62143,-1.16528,2.55027,1.38499,0,0,0,0,0.255947,-0.254429,0,1.06735e-05,4.54401e-05,-7.76905e-09,4.66768e-05,-5.50065,1.02022,1.32192,-0.79946,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
1.102,0.256093,-0.2538,7.95773e-09,-1.5708,1.72255e-16,2.36069,0.158011,0.680334,1.49775e-05,4.31877e-14,4.35207e-14,1.64873,0,0,0,0,0,0,-10.3168,0.152857,0.397343,-0.239421,-3.09138,-0.176556,0.773072,0.419959,0,0,0,0,-5.50228,1.01905,1.32448,-0.798069,-1.64873,-1.17704,2.57691,1.39986,0,0,0,0,0.256104,-0.253754,0,1.08342e-05,4.61178e-05,-7.95773e-09,4.73733e-05,-5.50228,1.01905,1.32448,-0.798069,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
1.103,0.256252,-0.253115,8.14682e-09,-1.5708,1.16743e-16,2.36235,0.160313,0.690258,1.53298e-05,4.51861e-14,4.57412e-14,1.6762,0,0,0,0,0,0,-10.3199,0.15268,0.398119,-0.238999,-3.14288,-0.17829,0.780934,0.424355,0,0,0,0,-5.50395,1.01787,1.32706,-0.796664,-1.6762,-1.1886,2.60311,1.41452,0,0,0,0,0.256263,-0.253068,0,1.09949e-05,4.6796e-05,-8.14682e-09,4.80703e-05,-5.50395,1.01787,1.32706,-0.796664,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
1.104,0.256414,-0.252421,8.33618e-09,-1.5708,6.12323e-17,2.36404,0.162616,0.700185,1.56826e-05,4.68514e-14,4.72955e-14,1.70383,0,0,0,0,0,0,-10.3231,0.152501,0.398903,-0.238573,-3.19468,-0.179991,0.788665,0.428683,0,0,0,0,-5.50563,1.01667,1.32968,-0.795244,-1.70383,-1.19994,2.62888,1.42894,0,0,0,0,0.256425,-0.252373,0,1.11558e-05,4.74745e-05,-8.33618e-09,4.87676e-05,-5.50563,1.01667,1.32968,-0.795244,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
1.105,0.256578,-0.251716,8.52567e-09,-1.5708,5.72119e-18,2.36576,0.164919,0.710115,1.60355e-05,4.68514e-14,4.75175e-14,1.73161,0,0,0,0,0,0,-10.3263,0.15232,0.399694,-0.238143,-3.24677,-0.181659,0.796261,0.432942,0,0,0,0,-5.50735,1.01547,1.33231,-0.79381,-1.73161,-1.21106,2.6542,1.44314,0,0,0,0,0.256589,-0.251668,0,1.13168e-05,4.81532e-05,-8.52567e-09,4.94651e-05,-5.50735,1.01547,1.33231,-0.79381,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
1.106,0.256744,-0.251002,8.71516e-09,-1.5708,6.12323e-17,2.3675,0.167223,0.720045,1.63882e-05,4.55191e-14,4.66294e-14,1.75955,0,0,0,0,0,0,-10.3296,0.152138,0.400493,-0.237709,-3.29916,-0.183294,0.803718,0.437131,0,0,0,0,-5.5091,1.01426,1.33498,-0.792362,-1.75955,-1.22196,2.67906,1.4571,0,0,0,0,0.256755,-0.250953,0,1.14778e-05,4.8832e-05,-8.71516e-09,5.01628e-05,-5.5091,1.01426,1.33498,-0.792362,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
1.107,0.256912,-0.250277,8.9045e-09,-1.5708,-3.82857e-16,2.36927,0.169526,0.729975,1.67406e-05,4.28546e-14,4.37428e-14,1.78765,0,0,0,0,0,0,-10.3329,0.151954,0.401299,-0.23727,-3.35184,-0.184894,0.811036,0.441247,0,0,0,0,-5.51087,1.01303,1.33766,-0.7909,-1.78765,-1.23263,2.70345,1.47082,0,0,0,0,0.256924,-0.250228,0,1.16389e-05,4.95109e-05,-8.9045e-09,5.08605e-05,-5.51087,1.01303,1.33766,-0.7909,0,0,0,0,0,-1.5708,0,nan,0,4.44089e-16,nan,4.44089e-16
1.108,0.257083,-0.249543,9.09356e-09,-1.5708,-4.38368e-16,2.37108,0.171829,0.739903,1.70922e-05,4.79616e-14,4.90719e-14,1.8159,0,0,0,0,0,0,-10.3363,0.151769,0.402112,-0.236827,-3.40481,-0.18646,0.818209,0.44529,0,0,0,0,-5.51267,1.01179,1.34037,-0.789424,-1.8159,-1.24306,2.72736,1.4843,0,0,0,0,0.257095,-0.249493,0,1.18e-05,5.01897e-05,-9.09356e-09,5.15582e-05,-5.51267,1.01179,1.34037,-0.789424,0,0,0,0,0,-1.5708,0,nan,0,4.44089e-16,nan,4.44089e-16
1.109,0.257256,-0.248799,9.28218e-09,-1.5708,2.83277e-16,2.3729,0.174131,0.749828,1.7443e-05,5.01821e-14,5.19584e-14,1.8443,0,0,0,0,0,0,-10.3397,0.151582,0.402933,-0.236381,-3.45807,-0.18799,0.825236,0.449257,0,0,0,0,-5.5145,1.01055,1.34311,-0.787935,-1.8443,-1.25326,2.75079,1.49752,0,0,0,0,0.257268,-0.248748,0,1.19611e-05,5.08684e-05,-9.28218e-09,5.22557e-05,-5.5145,1.01055,1.34311,-0.787935,0,0,0,0,0,-1.5708,0,nan,0,-4.44089e-16,nan,4.44089e-16
1.11,0.257431,-0.248045,9.47024e-09,-1.5708,6.12323e-17,2.37476,0.176432,0.759748,1.77924e-05,4.75175e-14,4.95159e-14,1.87286,0,0,0,0,0,0,-10.3432,0.151394,0.403761,-0.23593,-3.51161,-0.189484,0.832115,0.453147,0,0,0,0,-5.51635,1.00929,1.34587,-0.786433,-1.87286,-1.26322,2.77372,1.51049,0,0,0,0,0.257443,-0.247993,0,1.21222e-05,5.15468e-05,-9.47024e-09,5.2953e-05,-5.51635,1.00929,1.34587,-0.786433,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
1.111,0.257609,-0.247281,9.65757e-09,-1.5708,-1.05301e-16,2.37665,0.178731,0.769662,1.81405e-05,4.75175e-14,4.90719e-14,1.90156,0,0,0,0,0,0,-10.3467,0.151204,0.404595,-0.235476,-3.56543,-0.190941,0.838841,0.456959,0,0,0,0,-5.51824,1.00802,1.34865,-0.784919,-1.90156,-1.27294,2.79614,1.5232,0,0,0,0,0.257621,-0.247229,0,1.22832e-05,5.22248e-05,-9.65757e-09,5.36499e-05,-5.51824,1.00802,1.34865,-0.784919,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
1.112,0.257789,-0.246507,9.84403e-09,-1.5708,-1.60812e-16,2.37856,0.181028,0.779569,1.84867e-05,4.92939e-14,5.15143e-14,1.93041,0,0,0,0,0,0,-10.3503,0.151012,0.405436,-0.235017,-3.61953,-0.192361,0.845413,0.460691,0,0,0,0,-5.52015,1.00675,1.35145,-0.783391,-1.93041,-1.28241,2.81804,1.53564,0,0,0,0,0.257801,-0.246454,0,1.24442e-05,5.29024e-05,-9.84403e-09,5.43464e-05,-5.52015,1.00675,1.35145,-0.783391,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
1.113,0.257971,-0.245723,1.00295e-08,-1.5708,-1.05301e-16,2.38051,0.183324,0.789466,1.88309e-05,4.79616e-14,5.01821e-14,1.95941,0,0,0,0,0,0,-10.3539,0.150819,0.406283,-0.234555,-3.6739,-0.193743,0.851829,0.464342,0,0,0,0,-5.5221,1.00546,1.35428,-0.781851,-1.95941,-1.29162,2.83943,1.54781,0,0,0,0,0.257984,-0.24567,0,1.2605e-05,5.35795e-05,-1.00295e-08,5.50423e-05,-5.5221,1.00546,1.35428,-0.781851,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
1.114,0.258156,-0.24493,1.02137e-08,-1.5708,6.12323e-17,2.38248,0.185617,0.799353,1.91727e-05,4.72955e-14,4.9738e-14,1.98856,0,0,0,0,0,0,-10.3576,0.150625,0.407137,-0.23409,-3.72854,-0.195087,0.858085,0.46791,0,0,0,0,-5.52407,1.00417,1.35712,-0.7803,-1.98856,-1.30058,2.86028,1.5597,0,0,0,0,0.258169,-0.244875,0,1.27658e-05,5.42559e-05,-1.02137e-08,5.57375e-05,-5.52407,1.00417,1.35712,-0.7803,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
1.115,0.258343,-0.244126,1.03967e-08,-1.5708,1.72255e-16,2.38448,0.187907,0.809229,1.95119e-05,5.08482e-14,5.35127e-14,2.01785,0,0,0,0,0,0,-10.3614,0.15043,0.407997,-0.233621,-3.78346,-0.196392,0.864179,0.471395,0,0,0,0,-5.52607,1.00287,1.35999,-0.778736,-2.01785,-1.30928,2.8806,1.57132,0,0,0,0,0.258356,-0.244071,0,1.29264e-05,5.49316e-05,-1.03967e-08,5.6432e-05,-5.52607,1.00287,1.35999,-0.778736,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
1.116,0.258532,-0.243313,1.05782e-08,-1.5708,-1.05301e-16,2.38651,0.190194,0.819092,1.98483e-05,4.75175e-14,5.04041e-14,2.04727,0,0,0,0,0,0,-10.3652,0.150233,0.408863,-0.233148,-3.83864,-0.197658,0.87011,0.474793,0,0,0,0,-5.5281,1.00155,1.36288,-0.777161,-2.04727,-1.31772,2.90037,1.58264,0,0,0,0,0.258545,-0.243257,0,1.30868e-05,5.56065e-05,-1.05782e-08,5.71257e-05,-5.5281,1.00155,1.36288,-0.777161,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
1.117,0.258723,-0.242489,1.0758e-08,-1.5708,5.72119e-18,2.38857,0.192478,0.82894,2.01814e-05,5.17364e-14,5.50671e-14,2.07685,0,0,0,0,0,0,-10.3691,0.150035,0.409735,-0.232673,-3.89408,-0.198884,0.875874,0.478105,0,0,0,0,-5.53017,1.00023,1.36578,-0.775575,-2.07685,-1.32589,2.91958,1.59368,0,0,0,0,0.258737,-0.242433,0,1.32471e-05,5.62805e-05,-1.0758e-08,5.78185e-05,-5.53017,1.00023,1.36578,-0.775575,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
1.118,0.258917,-0.241656,1.09361e-08,-1.5708,-3.27346e-16,2.39066,0.194758,0.838773,2.05111e-05,5.01821e-14,5.39568e-14,2.10655,0,0,0,0,0,0,-10.373,0.149836,0.410612,-0.232194,-3.94979,-0.20007,0.881469,0.481329,0,0,0,0,-5.53226,0.998906,1.36871,-0.773978,-2.10655,-1.3338,2.93823,1.60443,0,0,0,0,0.25893,-0.241599,0,1.34071e-05,5.69535e-05,-1.09361e-08,5.85102e-05,-5.53226,0.998906,1.36871,-0.773978,0,0,0,0,0,-1.5708,0,nan,0,4.44089e-16,nan,4.44089e-16
1.119,0.259113,-0.240813,1.11122e-08,-1.5708,-2.71835e-16,2.39278,0.197034,0.848589,2.08369e-05,5.15143e-14,5.50671e-14,2.1364,0,0,0,0,0,0,-10.377,0.149636,0.411495,-0.231711,-4.00575,-0.201215,0.886894,0.484464,0,0,0,0,-5.53438,0.99757,1.37165,-0.772371,-2.1364,-1.34143,2.95631,1.61488,0,0,0,0,0.259127,-0.240755,0,1.35669e-05,5.76253e-05,-1.11122e-08,5.92009e-05,-5.53438,0.99757,1.37165,-0.772371,0,0,0,0,0,-1.5708,0,nan,0,4.44089e-16,nan,4.44089e-16
1.12,0.259311,-0.23996,1.12862e-08,-1.5708,-1.60812e-16,2.39493,0.199306,0.858387,2.11587e-05,5.21805e-14,5.59552e-14,2.16638,0,0,0,0,0,0,-10.381,0.149434,0.412384,-0.231226,-4.06197,-0.202318,0.892146,0.487509,0,0,0,0,-5.53653,0.996227,1.37461,-0.770753,-2.16638,-1.34879,2.97382,1.62503,0,0,0,0,0.259325,-0.239902,0,1.37265e-05,5.8296e-05,-1.12862e-08,5.98903e-05,-5.53653,0.996227,1.37461,-0.770753,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
1.121,0.259512,-0.239098,1.1458e-08,-1.5708,-2.71835e-16,2.39711,0.201573,0.868165,2.14762e-05,4.9738e-14,5.37348e-14,2.1965,0,0,0,0,0,0,-10.3851,0.149231,0.413277,-0.230738,-4.11843,-0.203381,0.897222,0.490461,0,0,0,0,-5.53871,0.994877,1.37759,-0.769125,-2.1965,-1.35587,2.99074,1.63487,0,0,0,0,0.259526,-0.239039,0,1.38858e-05,5.89655e-05,-1.1458e-08,6.05784e-05,-5.53871,0.994877,1.37759,-0.769125,0,0,0,0,0,-1.5708,0,nan,0,4.44089e-16,nan,4.44089e-16
1.122,0.259715,-0.238225,1.16274e-08,-1.5708,5.72119e-18,2.39932,0.203835,0.877923,2.1789e-05,4.64073e-14,5.04041e-14,2.22674,0,0,0,0,0,0,-10.3892,0.149028,0.414176,-0.230246,-4.17514,-0.204401,0.902122,0.493321,0,0,0,0,-5.54092,0.993519,1.38059,-0.767488,-2.22674,-1.36267,3.00707,1.6444,0,0,0,0,0.259729,-0.238166,0,1.40448e-05,5.96335e-05,-1.16274e-08,6.12651e-05,-5.54092,0.993519,1.38059,-0.767488,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
1.123,0.25992,-0.237343,1.17942e-08,-1.5708,-4.979e-17,2.40157,0.206093,0.887658,2.20969e-05,4.52971e-14,4.95159e-14,2.25712,0,0,0,0,0,0,-10.3934,0.148823,0.415079,-0.229752,-4.23209,-0.205378,0.906843,0.496086,0,0,0,0,-5.54316,0.992155,1.3836,-0.765841,-2.25712,-1.36919,3.02281,1.65362,0,0,0,0,0.259934,-0.237283,0,1.42035e-05,6.03002e-05,-1.17942e-08,6.19504e-05,-5.54316,0.992155,1.3836,-0.765841,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
1.124,0.260127,-0.236451,1.19583e-08,-1.5708,-1.60812e-16,2.40384,0.208344,0.89737,2.23996e-05,4.92939e-14,5.39568e-14,2.28762,0,0,0,0,0,0,-10.3977,0.148618,0.415987,-0.229255,-4.28929,-0.206313,0.911382,0.498757,0,0,0,0,-5.54543,0.990785,1.38662,-0.764185,-2.28762,-1.37542,3.03794,1.66252,0,0,0,0,0.260142,-0.23639,0,1.43618e-05,6.09653e-05,-1.19583e-08,6.26341e-05,-5.54543,0.990785,1.38662,-0.764185,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
1.125,0.260337,-0.23555,1.21196e-08,-1.5708,5.72119e-18,2.40614,0.21059,0.907057,2.26967e-05,4.55191e-14,4.996e-14,2.31825,0,0,0,0,0,0,-10.402,0.148411,0.416899,-0.228756,-4.34671,-0.207204,0.91574,0.501331,0,0,0,0,-5.54773,0.989408,1.38966,-0.76252,-2.31825,-1.38136,3.05247,1.6711,0,0,0,0,0.260352,-0.235488,0,1.45198e-05,6.16287e-05,-1.21196e-08,6.33161e-05,-5.54773,0.989408,1.38966,-0.76252,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
1.126,0.260549,-0.234639,1.22778e-08,-1.5708,-2.16323e-16,2.40847,0.21283,0.916719,2.2988e-05,5.17364e-14,5.75096e-14,2.349,0,0,0,0,0,0,-10.4064,0.148204,0.417816,-0.228254,-4.40437,-0.208052,0.919912,0.503807,0,0,0,0,-5.55006,0.988026,1.39272,-0.760847,-2.349,-1.38702,3.06637,1.67936,0,0,0,0,0.260564,-0.234576,0,1.46774e-05,6.22905e-05,-1.22778e-08,6.39964e-05,-5.55006,0.988026,1.39272,-0.760847,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
1.127,0.260763,-0.233718,1.24328e-08,-1.5708,1.72255e-16,2.41083,0.215064,0.926354,2.32733e-05,5.21805e-14,5.75096e-14,2.37987,0,0,0,0,0,0,-10.4108,0.147996,0.418737,-0.22775,-4.46226,-0.208856,0.923898,0.506186,0,0,0,0,-5.55243,0.986638,1.39579,-0.759166,-2.37987,-1.39238,3.07966,1.68729,0,0,0,0,0.260778,-0.233655,0,1.48346e-05,6.29505e-05,-1.24328e-08,6.46748e-05,-5.55243,0.986638,1.39579,-0.759166,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
