t,ee_x,ee_y,ee_z,ee_roll,ee_pitch,ee_yaw,ee_vx,ee_vy,ee_vz,ee_wx,ee_wy,ee_wz,ee_ax,ee_ay,ee_az,ee_awx,ee_awy,ee_awz,q_act_1,q_act_2,q_act_3,q_act_4,dq_act_1,dq_act_2,dq_act_3,dq_act_4,ddq_act_1,ddq_act_2,ddq_act_3,ddq_act_4,q_1,q_2,q_3,q_4,dq_1,dq_2,dq_3,dq_4,ddq_1,ddq_2,ddq_3,ddq_4,des_x,des_y,des_z,err_x,err_y,err_z,following_error,des_q_1,des_q_2,des_q_3,des_q_4,err_q_1,err_q_2,err_q_3,err_q_4,following_error_q,des_roll,des_pitch,des_yaw,err_roll,err_pitch,err_yaw,following_error_ori
0.222,-0.310422,-0.0201848,1.66219e-09,-1.5708,6.12323e-17,0.0649324,0.365972,-1.57217,3.0755e-06,2.01922e-15,-3.16414e-14,5.11965,0,0,0,0,0,0,-6.01223,0.13172,0.492327,-0.186711,-9.59934,-0.100311,0.465451,0.264829,0,0,0,0,-3.20653,0.878136,1.64109,-0.622369,-5.11965,-0.668741,1.5515,0.882762,0,0,0,0,-0.310413,-0.0202262,0,9.43285e-06,-4.13338e-05,-1.66219e-09,4.23965e-05,-3.20653,0.878136,1.64109,-0.622369,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.223,-0.310056,-0.0217585,1.56913e-09,-1.5708,-4.979e-17,0.070061,0.366625,-1.57498,2.89747e-06,2.13024e-15,-3.07532e-14,5.13734,0,0,0,0,0,0,-6.02185,0.131622,0.492784,-0.18645,-9.63251,-0.0972628,0.451478,0.256952,0,0,0,0,-3.21165,0.877478,1.64261,-0.6215,-5.13734,-0.648419,1.50493,0.856507,0,0,0,0,-0.310047,-0.0217999,0,9.44975e-06,-4.14084e-05,-1.56913e-09,4.24729e-05,-3.21165,0.877478,1.64261,-0.6215,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.224,-0.309689,-0.0233348,1.47771e-09,-1.5708,6.12323e-17,0.0752071,0.367255,-1.57768,2.72281e-06,2.52576e-15,-3.39728e-14,5.1545,0,0,0,0,0,0,-6.0315,0.131526,0.493228,-0.186197,-9.66468,-0.0941941,0.437394,0.249006,0,0,0,0,-3.2168,0.876841,1.64409,-0.620658,-5.1545,-0.62796,1.45798,0.83002,0,0,0,0,-0.30968,-0.0233763,0,9.46606e-06,-4.14803e-05,-1.47771e-09,4.25467e-05,-3.2168,0.876841,1.64409,-0.620658,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.225,-0.309322,-0.0249139,1.38806e-09,-1.5708,-4.979e-17,0.08037,0.367862,-1.58029,2.55175e-06,2.59515e-15,-3.25295e-14,5.17112,0,0,0,0,0,0,-6.04118,0.131434,0.493658,-0.185953,-9.69584,-0.0911056,0.423204,0.240993,0,0,0,0,-3.22196,0.876224,1.64553,-0.619842,-5.17112,-0.60737,1.41068,0.80331,0,0,0,0,-0.309313,-0.0249554,0,9.48177e-06,-4.15495e-05,-1.38806e-09,4.26177e-05,-3.22196,0.876224,1.64553,-0.619842,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.226,-0.308954,-0.0264955,1.3003e-09,-1.5708,-1.05301e-16,0.0855493,0.368445,-1.58279,2.38455e-06,2.34535e-15,-2.77556e-14,5.18719,0,0,0,0,0,0,-6.05089,0.131344,0.494073,-0.185716,-9.72598,-0.087998,0.408911,0.232915,0,0,0,0,-3.22714,0.875628,1.64691,-0.619054,-5.18719,-0.586653,1.36304,0.776383,0,0,0,0,-0.308945,-0.0265371,0,9.49688e-06,-4.16161e-05,-1.3003e-09,4.2686e-05,-3.22714,0.875628,1.64691,-0.619054,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.227,-0.308586,-0.0280796,1.21455e-09,-1.5708,-4.979e-17,0.0907444,0.369005,-1.5852,2.22141e-06,2.53964e-15,-2.81997e-14,5.20271,0,0,0,0,0,0,-6.06063,0.131258,0.494475,-0.185488,-9.75508,-0.0848721,0.394518,0.224774,0,0,0,0,-3.23234,0.875052,1.64825,-0.618292,-5.20271,-0.565814,1.31506,0.749247,0,0,0,0,-0.308576,-0.0281212,0,9.51139e-06,-4.16801e-05,-1.21455e-09,4.27515e-05,-3.23234,0.875052,1.64825,-0.618292,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.228,-0.308217,-0.029666,1.13092e-09,-1.5708,1.72255e-16,0.0959547,0.369542,-1.5875,2.06256e-06,2.52576e-15,-2.63123e-14,5.21767,0,0,0,0,0,0,-6.0704,0.131175,0.494861,-0.185267,-9.78312,-0.0817286,0.38003,0.216572,0,0,0,0,-3.23755,0.874498,1.64954,-0.617557,-5.21767,-0.544857,1.26677,0.721908,0,0,0,0,-0.308208,-0.0297077,0,9.52529e-06,-4.17414e-05,-1.13092e-09,4.28144e-05,-3.23755,0.874498,1.64954,-0.617557,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.229,-0.307848,-0.0312547,1.04952e-09,-1.5708,5.72119e-18,0.10118,0.370055,-1.58971,1.90822e-06,2.92821e-15,-2.89768e-14,5.23205,0,0,0,0,0,0,-6.0802,0.131095,0.495233,-0.185055,-9.8101,-0.0785682,0.365449,0.208312,0,0,0,0,-3.24277,0.873964,1.65078,-0.61685,-5.23205,-0.523788,1.21816,0.694374,0,0,0,0,-0.307838,-0.0312965,0,9.5386e-06,-4.18e-05,-1.04952e-09,4.28745e-05,-3.24277,0.873964,1.65078,-0.61685,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.23,-0.307478,-0.0328455,9.7047e-10,-1.5708,-4.979e-17,0.106419,0.370544,-1.59181,1.75861e-06,2.72005e-15,-2.55351e-14,5.24586,0,0,0,0,0,0,-6.09002,0.131018,0.495591,-0.184851,-9.836,-0.0753916,0.350779,0.199996,0,0,0,0,-3.24801,0.873452,1.65197,-0.616171,-5.24586,-0.502611,1.16926,0.666653,0,0,0,0,-0.307468,-0.0328873,0,9.5513e-06,-4.18559e-05,-9.7047e-10,4.29319e-05,-3.24801,0.873452,1.65197,-0.616171,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.231,-0.307107,-0.0344384,8.93874e-10,-1.5708,1.72255e-16,0.111671,0.37101,-1.59381,1.61393e-06,2.76168e-15,-2.4647e-14,5.25909,0,0,0,0,0,0,-6.09987,0.130944,0.495934,-0.184656,-9.8608,-0.0721995,0.336025,0.191626,0,0,0,0,-3.25326,0.872961,1.65311,-0.61552,-5.25909,-0.48133,1.12008,0.638753,0,0,0,0,-0.307098,-0.0344803,0,9.56339e-06,-4.19092e-05,-8.93874e-10,4.29865e-05,-3.25326,0.872961,1.65311,-0.61552,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.232,-0.306736,-0.0360332,8.1984e-10,-1.5708,6.12323e-17,0.116937,0.371453,-1.59571,1.47438e-06,2.69229e-15,-2.27596e-14,5.27173,0,0,0,0,0,0,-6.10974,0.130874,0.496262,-0.184469,-9.8845,-0.0689927,0.321189,0.183204,0,0,0,0,-3.25853,0.872491,1.65421,-0.614896,-5.27173,-0.459951,1.07063,0.61068,0,0,0,0,-0.306727,-0.0360752,0,9.57488e-06,-4.19598e-05,-8.1984e-10,4.30383e-05,-3.25853,0.872491,1.65421,-0.614896,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.233,-0.306365,-0.0376299,7.48467e-10,-1.5708,1.72255e-16,0.122215,0.371871,-1.59751,1.34015e-06,2.53964e-15,-2.04281e-14,5.28378,0,0,0,0,0,0,-6.11964,0.130806,0.496575,-0.18429,-9.90708,-0.0657718,0.306277,0.174733,0,0,0,0,-3.26381,0.872043,1.65525,-0.614301,-5.28378,-0.438479,1.02092,0.582444,0,0,0,0,-0.306355,-0.0376719,0,9.58576e-06,-4.20077e-05,-7.48467e-10,4.30875e-05,-3.26381,0.872043,1.65525,-0.614301,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.234,-0.305993,-0.0392283,6.79855e-10,-1.5708,1.72255e-16,0.127504,0.372267,-1.59921,1.21144e-06,2.65066e-15,-2.04281e-14,5.29522,0,0,0,0,0,0,-6.12956,0.130742,0.496873,-0.18412,-9.92853,-0.0625377,0.291291,0.166216,0,0,0,0,-3.2691,0.871616,1.65624,-0.613733,-5.29522,-0.416918,0.97097,0.554052,0,0,0,0,-0.305984,-0.0392704,0,9.59602e-06,-4.20529e-05,-6.79855e-10,4.31338e-05,-3.2691,0.871616,1.65624,-0.613733,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.235,-0.305621,-0.0408284,6.141e-10,-1.5708,-1.05301e-16,0.132805,0.372638,-1.6008,1.08842e-06,2.77556e-15,-2.05391e-14,5.30605,0,0,0,0,0,0,-6.1395,0.130682,0.497156,-0.183958,-9.94885,-0.0592911,0.276236,0.157654,0,0,0,0,-3.2744,0.871211,1.65719,-0.613195,-5.30605,-0.395274,0.920786,0.525512,0,0,0,0,-0.305612,-0.0408705,0,9.60568e-06,-4.20954e-05,-6.141e-10,4.31774e-05,-3.2744,0.871211,1.65719,-0.613195,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.236,-0.305249,-0.04243,5.51292e-10,-1.5708,-1.60812e-16,0.138116,0.372986,-1.60229,9.71263e-07,2.48412e-15,-1.75415e-14,5.31627,0,0,0,0,0,0,-6.14945,0.130624,0.497424,-0.183805,-9.96801,-0.0560327,0.261115,0.14905,0,0,0,0,-3.27971,0.870827,1.65808,-0.612685,-5.31627,-0.373551,0.870383,0.496832,0,0,0,0,-0.305239,-0.0424722,0,9.61473e-06,-4.21352e-05,-5.51292e-10,4.32182e-05,-3.27971,0.870827,1.65808,-0.612685,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.237,-0.304876,-0.0440331,4.91518e-10,-1.5708,-1.60812e-16,0.143438,0.373309,-1.60369,8.60139e-07,2.48412e-15,-1.68754e-14,5.32588,0,0,0,0,0,0,-6.15943,0.13057,0.497677,-0.183661,-9.98602,-0.0527632,0.245933,0.140406,0,0,0,0,-3.28503,0.870466,1.65892,-0.612203,-5.32588,-0.351755,0.819775,0.46802,0,0,0,0,-0.304866,-0.0440753,0,9.62317e-06,-4.21723e-05,-4.91518e-10,4.32563e-05,-3.28503,0.870466,1.65892,-0.612203,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.238,-0.304503,-0.0456375,4.34863e-10,-1.5708,-4.979e-17,0.148768,0.373609,-1.60497,7.55201e-07,2.53964e-15,-1.66533e-14,5.33486,0,0,0,0,0,0,-6.16943,0.130519,0.497915,-0.183525,-10.0029,-0.0494835,0.230693,0.131726,0,0,0,0,-3.29036,0.870126,1.65972,-0.611751,-5.33486,-0.32989,0.768976,0.439086,0,0,0,0,-0.304493,-0.0456797,0,9.63099e-06,-4.22067e-05,-4.34863e-10,4.32916e-05,-3.29036,0.870126,1.65972,-0.611751,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.239,-0.304129,-0.0472431,3.81404e-10,-1.5708,5.72119e-18,0.154107,0.373885,-1.60616,6.56596e-07,2.40086e-15,-1.5099e-14,5.34321,0,0,0,0,0,0,-6.17944,0.130471,0.498137,-0.183398,-10.0185,-0.0461942,0.215399,0.123011,0,0,0,0,-3.2957,0.869808,1.66046,-0.611328,-5.34321,-0.307961,0.717998,0.410037,0,0,0,0,-0.30412,-0.0472854,0,9.6382e-06,-4.22384e-05,-3.81404e-10,4.33241e-05,-3.2957,0.869808,1.66046,-0.611328,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.24,-0.303756,-0.0488499,3.31215e-10,-1.5708,-1.05301e-16,0.159455,0.374138,-1.60724,5.64463e-07,2.42167e-15,-1.46549e-14,5.35093,0,0,0,0,0,0,-6.18946,0.130427,0.498344,-0.18328,-10.033,-0.0428961,0.200057,0.114264,0,0,0,0,-3.30105,0.869511,1.66115,-0.610933,-5.35093,-0.285974,0.666855,0.380881,0,0,0,0,-0.303746,-0.0488922,0,9.64479e-06,-4.22674e-05,-3.31215e-10,4.33538e-05,-3.30105,0.869511,1.66115,-0.610933,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.241,-0.303382,-0.0504577,2.84367e-10,-1.5708,6.12323e-17,0.164809,0.374366,-1.60822,4.78929e-07,2.36616e-15,-1.37668e-14,5.35801,0,0,0,0,0,0,-6.1995,0.130386,0.498536,-0.18317,-10.0463,-0.03959,0.184668,0.105488,0,0,0,0,-3.3064,0.869237,1.66179,-0.610568,-5.35801,-0.263933,0.615561,0.351628,0,0,0,0,-0.303372,-0.0505,0,9.65078e-06,-4.22937e-05,-2.84367e-10,4.33808e-05,-3.3064,0.869237,1.66179,-0.610568,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.242,-0.303008,-0.0520665,2.40923e-10,-1.5708,-1.60812e-16,0.17017,0.37457,-1.6091,4.00115e-07,2.22045e-15,-1.249e-14,5.36445,0,0,0,0,0,0,-6.20956,0.130348,0.498712,-0.18307,-10.0584,-0.0362766,0.169239,0.0966857,0,0,0,0,-3.31176,0.868985,1.66237,-0.610232,-5.36445,-0.241844,0.56413,0.322286,0,0,0,0,-0.302998,-0.0521088,0,9.65614e-06,-4.23173e-05,-2.40923e-10,4.3405e-05,-3.31176,0.868985,1.66237,-0.610232,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.243,-0.302633,-0.0536761,2.00943e-10,-1.5708,-1.60812e-16,0.175538,0.374751,-1.60988,3.2813e-07,2.13024e-15,-1.15463e-14,5.37025,0,0,0,0,0,0,-6.21962,0.130313,0.498873,-0.182978,-10.0692,-0.0329567,0.153772,0.0878589,0,0,0,0,-3.31713,0.868755,1.66291,-0.609926,-5.37025,-0.219712,0.512575,0.292863,0,0,0,0,-0.302624,-0.0537184,0,9.66089e-06,-4.23381e-05,-2.00943e-10,4.34264e-05,-3.31713,0.868755,1.66291,-0.609926,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.244,-0.302259,-0.0552864,1.64483e-10,-1.5708,-2.16323e-16,0.180911,0.374907,-1.61055,2.63072e-07,1.66533e-15,-8.54872e-15,5.37541,0,0,0,0,0,0,-6.22969,0.130282,0.499019,-0.182895,-10.0789,-0.0296311,0.138273,0.0790107,0,0,0,0,-3.3225,0.868548,1.6634,-0.609649,-5.37541,-0.197541,0.460909,0.263369,0,0,0,0,-0.302249,-0.0553287,0,9.66503e-06,-4.23563e-05,-1.64483e-10,4.3445e-05,-3.3225,0.868548,1.6634,-0.609649,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.245,-0.301884,-0.0568973,1.31591e-10,-1.5708,1.72255e-16,0.186289,0.37504,-1.61112,2.05031e-07,1.86656e-15,-9.38138e-15,5.37991,0,0,0,0,0,0,-6.23978,0.130254,0.499149,-0.182821,-10.0873,-0.0263005,0.122744,0.0701435,0,0,0,0,-3.32788,0.868362,1.66383,-0.609402,-5.37991,-0.175336,0.409148,0.233812,0,0,0,0,-0.301875,-0.0569396,0,9.66854e-06,-4.23717e-05,-1.31591e-10,4.34608e-05,-3.32788,0.868362,1.66383,-0.609402,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.246,-0.301509,-0.0585087,1.02311e-10,-1.5708,5.72119e-18,0.191671,0.375148,-1.61158,1.54084e-07,1.51962e-15,-7.32747e-15,5.38377,0,0,0,0,0,0,-6.24987,0.13023,0.499263,-0.182755,-10.0946,-0.0229656,0.107191,0.0612602,0,0,0,0,-3.33326,0.868199,1.66421,-0.609184,-5.38377,-0.153104,0.357305,0.204201,0,0,0,0,-0.3015,-0.0585511,0,9.67145e-06,-4.23844e-05,-1.02311e-10,4.34738e-05,-3.33326,0.868199,1.66421,-0.609184,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.247,-0.301135,-0.0601206,7.66813e-11,-1.5708,2.83277e-16,0.197056,0.375233,-1.61195,1.10301e-07,1.17961e-15,-5.30131e-15,5.38696,0,0,0,0,0,0,-6.25997,0.130209,0.499362,-0.182699,-10.1006,-0.0196273,0.091618,0.0523633,0,0,0,0,-3.33865,0.868058,1.66454,-0.608996,-5.38696,-0.130849,0.305393,0.174544,0,0,0,0,-0.301125,-0.060163,0,9.67373e-06,-4.23944e-05,-7.66813e-11,4.34841e-05,-3.33865,0.868058,1.66454,-0.608996,0,0,0,0,0,-1.5708,0,nan,0,-4.44089e-16,nan,4.44089e-16
0.248,-0.30076,-0.0617327,5.47357e-11,-1.5708,-4.979e-17,0.202444,0.375293,-1.61221,7.37358e-08,1.30451e-15,-5.7454e-15,5.38951,0,0,0,0,0,0,-6.27007,0.130191,0.499445,-0.182651,-10.1053,-0.0162864,0.0760283,0.0434556,0,0,0,0,-3.34404,0.867939,1.66482,-0.608837,-5.38951,-0.108576,0.253428,0.144852,0,0,0,0,-0.30075,-0.0617751,0,9.6754e-06,-4.24016e-05,-5.47357e-11,4.34915e-05,-3.34404,0.867939,1.66482,-0.608837,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.249,-0.300385,-0.0633451,3.65014e-11,-1.5708,1.16743e-16,0.207835,0.37533,-1.61236,4.4436e-08,9.78384e-16,-4.05231e-15,5.3914,0,0,0,0,0,0,-6.28018,0.130176,0.499513,-0.182612,-10.1089,-0.0129435,0.0604265,0.0345396,0,0,0,0,-3.34943,0.867842,1.66504,-0.608708,-5.3914,-0.0862898,0.201422,0.115132,0,0,0,0,-0.300375,-0.0633875,0,9.67645e-06,-4.24062e-05,-3.65014e-11,4.34962e-05,-3.34943,0.867842,1.66504,-0.608708,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.25,-0.30001,-0.0649576,2.20002e-11,-1.5708,-1.60812e-16,0.213227,0.375342,-1.61242,2.24358e-08,7.91034e-16,-3.01148e-15,5.39263,0,0,0,0,0,0,-6.29029,0.130165,0.499565,-0.182583,-10.1112,-0.00959944,0.044817,0.0256181,0,0,0,0,-3.35482,0.867768,1.66522,-0.608609,-5.39263,-0.0639962,0.14939,0.0853937,0,0,0,0,-0.3,-0.065,0,9.67689e-06,-4.2408e-05,-2.20002e-11,4.34981e-05,-3.35482,0.867768,1.66522,-0.608609,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.251,-0.299635,-0.0665701,1.12479e-11,-1.5708,-1.05301e-16,0.21862,0.37533,-1.61237,7.75868e-09,4.87457e-16,-1.56819e-15,5.3932,0,0,0,0,0,0,-6.3004,0.130157,0.499601,-0.182562,-10.1122,-0.00625502,0.0292038,0.0166938,0,0,0,0,-3.36021,0.867716,1.66534,-0.60854,-5.3932,-0.0417001,0.097346,0.0556459,0,0,0,0,-0.299625,-0.0666125,0,9.67671e-06,-4.24072e-05,-1.12479e-11,4.34972e-05,-3.36021,0.867716,1.66534,-0.60854,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.252,-0.29926,-0.0681825,4.25532e-12,-1.5708,-2.71835e-16,0.224013,0.375295,-1.61221,4.17e-10,2.43729e-16,-4.23273e-16,5.39311,0,0,0,0,0,0,-6.31051,0.130153,0.499622,-0.18255,-10.1121,-0.00291099,0.0135913,0.00776929,0,0,0,0,-3.36561,0.867686,1.66541,-0.6085,-5.39311,-0.0194066,0.0453042,0.0258976,0,0,0,0,-0.29925,-0.0682249,0,9.67591e-06,-4.24036e-05,-4.25532e-12,4.34935e-05,-3.36561,0.867686,1.66541,-0.6085,0,0,0,0,0,-1.5708,0,nan,0,4.44089e-16,nan,4.44089e-16
0.253,-0.298885,-0.0697946,1.02693e-12,-1.5708,-1.05301e-16,0.229406,0.375235,-1.61196,4.11853e-10,1.49511e-16,2.21177e-17,5.39236,0,0,0,0,0,0,-6.32062,0.130152,0.499627,-0.182547,-10.1107,0.000431873,-0.0020164,-0.00115266,0,0,0,0,-3.371,0.867679,1.66542,-0.60849,-5.39236,0.00287916,-0.00672135,-0.00384219,0,0,0,0,-0.298875,-0.069837,0,9.6745e-06,-4.23972e-05,-1.02693e-12,4.3487e-05,-3.371,0.867679,1.66542,-0.60849,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.254,-0.29851,-0.0714065,1.56145e-12,-1.5708,-2.16323e-16,0.234798,0.375151,-1.6116,7.73312e-09,5.63785e-17,4.51028e-16,5.39096,0,0,0,0,0,0,-6.33073,0.130154,0.499617,-0.182553,-10.108,0.00377281,-0.017615,-0.0100694,0,0,0,0,-3.37639,0.867694,1.66539,-0.60851,-5.39096,0.0251521,-0.0587167,-0.0335646,0,0,0,0,-0.2985,-0.0714489,0,9.67247e-06,-4.23882e-05,-1.56145e-12,4.34778e-05,-3.37639,0.867694,1.66539,-0.60851,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.255,-0.298135,-0.073018,5.85215e-12,-1.5708,-4.979e-17,0.240188,0.375044,-1.61114,2.23595e-08,-4.35416e-16,2.46331e-15,5.38889,0,0,0,0,0,0,-6.34084,0.13016,0.499591,-0.182568,-10.1042,0.00711106,-0.0332003,-0.0189782,0,0,0,0,-3.38178,0.867731,1.6653,-0.60856,-5.38889,0.047407,-0.110668,-0.0632606,0,0,0,0,-0.298125,-0.0730604,0,9.66982e-06,-4.23765e-05,-5.85215e-12,4.34658e-05,-3.38178,0.867731,1.6653,-0.60856,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.256,-0.297761,-0.0746289,1.38863e-11,-1.5708,6.12323e-17,0.245575,0.374912,-1.61057,4.42585e-08,-7.45931e-16,3.69149e-15,5.38617,0,0,0,0,0,0,-6.35094,0.130169,0.499549,-0.182592,-10.0991,0.0104458,-0.0487681,-0.0278764,0,0,0,0,-3.38717,0.86779,1.66516,-0.608639,-5.38617,0.0696389,-0.16256,-0.0929213,0,0,0,0,-0.297751,-0.0746713,0,9.66656e-06,-4.2362e-05,-1.38863e-11,4.34509e-05,-3.38717,0.86779,1.66516,-0.608639,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.257,-0.297386,-0.0762393,2.56457e-11,-1.5708,5.72119e-18,0.25096,0.374756,-1.6099,7.33867e-08,-1.0339e-15,4.76008e-15,5.3828,0,0,0,0,0,0,-6.36104,0.130181,0.499492,-0.182624,-10.0927,0.0137764,-0.0643141,-0.0367613,0,0,0,0,-3.39255,0.867872,1.66497,-0.608748,-5.3828,0.0918426,-0.21438,-0.122538,0,0,0,0,-0.297376,-0.0762816,0,9.66269e-06,-4.23449e-05,-2.56457e-11,4.34334e-05,-3.39255,0.867872,1.66497,-0.608748,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.258,-0.297012,-0.0778489,4.11063e-11,-1.5708,-1.05301e-16,0.256341,0.374577,-1.60913,1.0969e-07,-1.27676e-15,5.57887e-15,5.37877,0,0,0,0,0,0,-6.37113,0.130196,0.499419,-0.182666,-10.0852,0.0171019,-0.0798342,-0.0456303,0,0,0,0,-3.39793,0.867976,1.66473,-0.608887,-5.37877,0.114013,-0.266114,-0.152101,0,0,0,0,-0.297002,-0.0778912,0,9.6582e-06,-4.2325e-05,-4.11063e-11,4.3413e-05,-3.39793,0.867976,1.66473,-0.608887,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.259,-0.296638,-0.0794577,6.02385e-11,-1.5708,5.72119e-18,0.261717,0.374373,-1.60826,1.53102e-07,-1.38778e-15,5.88418e-15,5.37409,0,0,0,0,0,0,-6.38121,0.130215,0.499331,-0.182716,-10.0764,0.0204218,-0.0953243,-0.0544808,0,0,0,0,-3.40331,0.868102,1.66444,-0.609055,-5.37409,0.136145,-0.317748,-0.181603,0,0,0,0,-0.296628,-0.0795,0,9.6531e-06,-4.23025e-05,-6.02385e-11,4.33899e-05,-3.40331,0.868102,1.66444,-0.609055,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.26,-0.296264,-0.0810655,8.30073e-11,-1.5708,-3.27346e-16,0.267089,0.374145,-1.60728,2.03547e-07,-1.97065e-15,7.93809e-15,5.36876,0,0,0,0,0,0,-6.39128,0.130237,0.499227,-0.182776,-10.0664,0.023735,-0.11078,-0.0633099,0,0,0,0,-3.40868,0.86825,1.66409,-0.609252,-5.36876,0.158234,-0.369267,-0.211033,0,0,0,0,-0.296254,-0.0811078,0,9.64739e-06,-4.22772e-05,-8.30073e-11,4.3364e-05,-3.40868,0.86825,1.66409,-0.609252,0,0,0,0,0,-1.5708,0,nan,0,4.44089e-16,nan,4.44089e-16
0.261,-0.29589,-0.0826724,1.09372e-10,-1.5708,5.72119e-18,0.272454,0.373894,-1.6062,2.6094e-07,-2.01228e-15,7.91034e-15,5.36278,0,0,0,0,0,0,-6.40134,0.130263,0.499108,-0.182844,-10.0552,0.027041,-0.126197,-0.0721153,0,0,0,0,-3.41405,0.86842,1.66369,-0.609479,-5.36278,0.180274,-0.420658,-0.240384,0,0,0,0,-0.29588,-0.0827146,0,9.64106e-06,-4.22492e-05,-1.09372e-10,4.33353e-05,-3.41405,0.86842,1.66369,-0.609479,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.262,-0.295517,-0.0842781,1.39287e-10,-1.5708,-1.60812e-16,0.277814,0.373619,-1.60502,3.25182e-07,-2.69229e-15,1.02141e-14,5.35616,0,0,0,0,0,0,-6.41139,0.130292,0.498974,-0.182921,-10.0428,0.030339,-0.141572,-0.0808941,0,0,0,0,-3.41941,0.868612,1.66325,-0.609735,-5.35616,0.20226,-0.471907,-0.269647,0,0,0,0,-0.295507,-0.0843203,0,9.63412e-06,-4.22186e-05,-1.39287e-10,4.33039e-05,-3.41941,0.868612,1.66325,-0.609735,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.263,-0.295143,-0.0858826,1.727e-10,-1.5708,-4.979e-17,0.283167,0.373319,-1.60373,3.96168e-07,-2.88658e-15,1.07137e-14,5.34889,0,0,0,0,0,0,-6.42142,0.130324,0.498824,-0.183006,-10.0292,0.0336282,-0.1569,-0.0896438,0,0,0,0,-3.42476,0.868826,1.66275,-0.610021,-5.34889,0.224188,-0.523001,-0.298813,0,0,0,0,-0.295134,-0.0859247,0,9.62658e-06,-4.21853e-05,-1.727e-10,4.32697e-05,-3.42476,0.868826,1.66275,-0.610021,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.264,-0.294771,-0.0874857,2.09556e-10,-1.5708,-3.82857e-16,0.288512,0.372996,-1.60234,4.7378e-07,-3.53884e-15,1.27121e-14,5.34099,0,0,0,0,0,0,-6.43145,0.130359,0.498659,-0.183101,-10.0144,0.0369078,-0.172177,-0.0983619,0,0,0,0,-3.4301,0.869062,1.6622,-0.610335,-5.34099,0.246052,-0.573925,-0.327873,0,0,0,0,-0.294761,-0.0875278,0,9.61842e-06,-4.21492e-05,-2.09556e-10,4.32328e-05,-3.4301,0.869062,1.6622,-0.610335,0,0,0,0,0,-1.5708,0,nan,0,4.44089e-16,nan,4.44089e-16
0.265,-0.294398,-0.0890874,2.49793e-10,-1.5708,5.72119e-18,0.293848,0.372649,-1.60086,5.57891e-07,-3.94129e-15,1.38778e-14,5.33246,0,0,0,0,0,0,-6.44145,0.130398,0.498478,-0.183204,-9.99836,0.0401771,-0.1874,-0.107046,0,0,0,0,-3.43544,0.86932,1.66159,-0.610679,-5.33246,0.267847,-0.624667,-0.356819,0,0,0,0,-0.294388,-0.0891295,0,9.60966e-06,-4.21105e-05,-2.49793e-10,4.31931e-05,-3.43544,0.86932,1.66159,-0.610679,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
